IE_NAME;IE_CODE;IC_GROUP0;IP_PROP36;IP_PROP70;IP_PROP71;IP_PROP72;IP_PROP74;IP_PROP75;IP_PROP76;IP_PROP46;CP_QUANTITY;CV_QUANTITY_FROM;CV_QUANTITY_TO;CV_PRICE_1;CV_CURRENCY_1
True Colour-0016;true_colour_0016;True Colour series;Colorful;Mixed;A thin transparent film of 8-10 microns.;True Colour;Mixed;30;Lucky Rose;WD-TF-TC-0016;200;;;1,99;USD
True Colour-0017;true_colour_0017;True Colour series;Colorful;Mixed;A thin transparent film of 8-10 microns.;True Colour;Mixed;21;Lucky Rose;WD-TF-TC-0017;200;;;1,99;USD
True Colour-0018;true_colour_0018;True Colour series;Colorful;Nature;A thin transparent film of 8-10 microns.;True Colour;Nature;21;Lucky Rose;WD-TF-TC-0018;200;;;1,99;USD
True Colour-0019;true_colour_0019;True Colour series;Colorful;Floral;A thin transparent film of 8-10 microns.;True Colour;Floral;30;Lucky Rose;WD-TF-TC-0019;200;;;1,99;USD
True Colour-0020;true_colour_0020;True Colour series;Colorful;Mixed;A thin transparent film of 8-10 microns.;True Colour;Mixed;30;Lucky Rose;WD-TF-TC-0020;200;;;1,99;USD
True Colour-0021;true_colour_0021;True Colour series;Colorful;Inscriptions;A thin transparent film of 8-10 microns.;True Colour;Inscriptions;30;Lucky Rose;WD-TF-TC-0021;200;;;1,99;USD
True Colour-0022;true_colour_0022;True Colour series;Colorful;Animals;A thin transparent film of 8-10 microns.;True Colour;Animals;30;Lucky Rose;WD-TF-TC-0022;200;;;1,99;USD
True Colour-0023;true_colour_0023;True Colour series;Colorful;Inscriptions;A thin transparent film of 8-10 microns.;True Colour;Inscriptions;30;Lucky Rose;WD-TF-TC-0023;200;;;1,99;USD
True Colour-0024;true_colour_0024;True Colour series;Colorful;Mixed;A thin transparent film of 8-10 microns.;True Colour;Mixed;30;Lucky Rose;WD-TF-TC-0024;200;;;1,99;USD
True Colour-0025;true_colour_0025;True Colour series;Colorful;Thematic;A thin transparent film of 8-10 microns.;True Colour;Thematic;30;Lucky Rose;WD-TF-TC-0025;200;;;1,99;USD
True Colour-0026;true_colour_0026;True Colour series;Colorful;Mixed;A thin transparent film of 8-10 microns.;True Colour;Mixed;30;Lucky Rose;WD-TF-TC-0026;200;;;1,99;USD
True Colour-0027;true_colour_0027;True Colour series;Colorful;Mixed;A thin transparent film of 8-10 microns.;True Colour;Mixed;30;Lucky Rose;WD-TF-TC-0027;200;;;1,99;USD
True Colour-0028;true_colour_0028;True Colour series;Colorful;Mixed;A thin transparent film of 8-10 microns.;True Colour;Mixed;30;Lucky Rose;WD-TF-TC-0028;200;;;1,99;USD
True Colour-0029;true_colour_0029;True Colour series;Colorful;Others;A thin transparent film of 8-10 microns.;True Colour;Others;30;Lucky Rose;WD-TF-TC-0029;200;;;1,99;USD
True Colour-0030;true_colour_0030;True Colour series;Colorful;Flowers;A thin transparent film of 8-10 microns.;True Colour;Flowers;30;Lucky Rose;WD-TF-TC-0030;200;;;1,99;USD
True Colour-0031;true_colour_0031;True Colour series;Colorful;Mixed;A thin transparent film of 8-10 microns.;True Colour;Mixed;30;Lucky Rose;WD-TF-TC-0031;200;;;1,99;USD
True Colour-0032;true_colour_0032;True Colour series;Colorful;Floral;A thin transparent film of 8-10 microns.;True Colour;Floral;21;Lucky Rose;WD-TF-TC-0032;200;;;1,99;USD
True Colour-0033;true_colour_0033;True Colour series;Colorful;Others;A thin transparent film of 8-10 microns.;True Colour;Others;30;Lucky Rose;WD-TF-TC-0033;200;;;1,99;USD
True Colour-0034;true_colour_0034;True Colour series;Colorful;Others;A thin transparent film of 8-10 microns.;True Colour;Others;30;Lucky Rose;WD-TF-TC-0034;200;;;1,99;USD
True Colour-0035;true_colour_0035;True Colour series;Colorful;Flowers;A thin transparent film of 8-10 microns.;True Colour;Flowers;30;Lucky Rose;WD-TF-TC-0035;200;;;1,99;USD
True Colour-0036;true_colour_0036;True Colour series;Colorful;Mixed;A thin transparent film of 8-10 microns.;True Colour;Mixed;30;Lucky Rose;WD-TF-TC-0036;200;;;1,99;USD
True Colour-0037;true_colour_0037;True Colour series;Colorful;Mixed;A thin transparent film of 8-10 microns.;True Colour;Mixed;30;Lucky Rose;WD-TF-TC-0037;200;;;1,99;USD
True Colour-0038;true_colour_0038;True Colour series;Colorful;Mixed;A thin transparent film of 8-10 microns.;True Colour;Mixed;30;Lucky Rose;WD-TF-TC-0038;200;;;1,99;USD
True Colour-0039;true_colour_0039;True Colour series;Colorful;Mixed;A thin transparent film of 8-10 microns.;True Colour;Mixed;30;Lucky Rose;WD-TF-TC-0039;200;;;1,99;USD
True Colour-0040;true_colour_0040;True Colour series;Colorful;Animals;A thin transparent film of 8-10 microns.;True Colour;Animals;30;Lucky Rose;WD-TF-TC-0040;200;;;1,99;USD
True Colour-0041;true_colour_0041;True Colour series;Black-White;Seosons;A thin transparent film of 8-10 microns.;True Colour;Seosons;30;Lucky Rose;WD-TF-TC-0041;200;;;1,99;USD
True Colour-0042;true_colour_0042;True Colour series;Colorful;Mixed;A thin transparent film of 8-10 microns.;True Colour;Mixed;30;Lucky Rose;WD-TF-TC-0042;200;;;1,99;USD
True Colour-0043;true_colour_0043;True Colour series;Colorful;Inscriptions;A thin transparent film of 8-10 microns.;True Colour;Inscriptions;30;Lucky Rose;WD-TF-TC-0043;200;;;1,99;USD
True Colour-0044;true_colour_0044;True Colour series;Colorful;Geometry;A thin transparent film of 8-10 microns.;True Colour;Geometry;14;Lucky Rose;WD-TF-TC-0044;200;;;1,99;USD
True Colour-0045;true_colour_0045;True Colour series;Colorful;Geometry;A thin transparent film of 8-10 microns.;True Colour;Geometry;14;Lucky Rose;WD-TF-TC-0045;200;;;1,99;USD
White-0001;white_0001;White series;White;Geometry;A thin transparent film of 8-10 microns.;White;Geometry;14;Lucky Rose;WD-TF-W-0001;200;;;1,99;USD
White-0002;white_0002;White series;White;Floral;A thin transparent film of 8-10 microns.;White;Floral;14;Lucky Rose;WD-TF-W-0002;200;;;1,99;USD
White-0003;white_0003;White series;White;Lace;A thin transparent film of 8-10 microns.;White;Lace;14;Lucky Rose;WD-TF-W-0003;200;;;1,99;USD
White-0004;white_0004;White series;White;Thematic;A thin transparent film of 8-10 microns.;White;Thematic;14;Lucky Rose;WD-TF-W-0004;200;;;1,99;USD
White-0005;white_0005;White series;White;Floral;A thin transparent film of 8-10 microns.;White;Floral;14;Lucky Rose;WD-TF-W-0005;200;;;1,99;USD
White-0006;white_0006;White series;White;Lace;A thin transparent film of 8-10 microns.;White;Lace;14;Lucky Rose;WD-TF-W-0006;200;;;1,99;USD
White-0007;white_0007;White series;White;Lace;A thin transparent film of 8-10 microns.;White;Lace;14;Lucky Rose;WD-TF-W-0007;200;;;1,99;USD
White-0008;white_0008;White series;White;Lace;A thin transparent film of 8-10 microns.;White;Laca;14;Lucky Rose;WD-TF-W-0008;200;;;1,99;USD
White-0009;white_0009;White series;White;Thematic;A thin transparent film of 8-10 microns.;White;Thematic;30;Lucky Rose;WD-TF-W-0009;200;;;1,99;USD
White-0010;white_0010;White series;White;Seosons;A thin transparent film of 8-10 microns.;White;Seosons;30;Lucky Rose;WD-TF-W-0010;200;;;1,99;USD
