IE_XML_ID;IE_NAME;IE_SORT;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IP_PROP27;IP_PROP29;IP_PROP36;IP_PROP70;IP_PROP71;IP_PROP72;IP_PROP74;IP_PROP75;IP_PROP76;IP_PROP37;IP_PROP38;IP_PROP40;IP_PROP46;IP_PROP47;IP_PROP48;IP_PROP49;IP_PROP50;IP_PROP51;IP_PROP52;IP_PROP53;IP_PROP54;IP_PROP55;IP_PROP56;IP_PROP57;IP_PROP58;IP_PROP59;IP_PROP60;IP_PROP61;IP_PROP62;IP_PROP63;IP_PROP64;IC_GROUP0;IC_GROUP1;IC_GROUP2;CP_QUANTITY;CP_WEIGHT;CP_WIDTH;CP_HEIGHT;CP_LENGTH;CV_QUANTITY_FROM;CV_QUANTITY_TO;CV_PRICE_1;CV_CURRENCY_1
181;F-0017;500;;;/upload/iblock/e05/e0582ab84e5f5ad5502c533fa66b4d8e.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Thematic;A thin transparent film of 8-10 microns.;F;Thematic;14;Lucky Rose;;;;WD-TF-F-0017;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
182;F-0018;500;;;/upload/iblock/23d/23d6c7bac880753b60110721d14120d5.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0018;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
183;F-0019;500;;;/upload/iblock/938/9382b7b4dfb8b82a73a30392b1b119bd.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;;;;WD-TF-F-0019;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
184;F-0020;500;;;/upload/iblock/ed5/ed5d159d9a2ff0dc4443df33bb019569.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;;;;WD-TF-F-0020;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
185;F-0021;500;;;/upload/iblock/dc0/dc01320dcc9331e60092465ad0d4c655.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;;;;WD-TF-F-0021;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
186;F-0022;500;;;/upload/iblock/51a/51a716f4977025f5cc7f4e02566ce29d.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;;;;WD-TF-F-0022;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
187;F-0023;500;;;/upload/iblock/c5b/c5b505fd6460f2a8f379e545d0a10b46.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;People;A thin transparent film of 8-10 microns.;F;People;14;Lucky Rose;;;;WD-TF-F-0023;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
188;F-0024;500;;;/upload/iblock/560/56041e8b81a060711f3e2796d8467fbb.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;;;;WD-TF-F-0024;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
189;F-0025;500;;;/upload/iblock/624/624a53a909bc7d8da960d435e8fd7fc2.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Fruits;A thin transparent film of 8-10 microns.;F;Fruits;14;Lucky Rose;;;;WD-TF-F-0025;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
190;F-0026;500;;;/upload/iblock/0fd/0fd29283f32c77e461828da6f9dfa389.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0026;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
