IE_XML_ID;IE_NAME;IE_SORT;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP27;IP_PROP29;IP_PROP36;IP_PROP70;IP_PROP71;IP_PROP72;IP_PROP74;IP_PROP75;IP_PROP76;IP_PROP37;IP_PROP38;IP_PROP40;IP_PROP46;IP_PROP47;IP_PROP48;IP_PROP49;IP_PROP50;IP_PROP51;IP_PROP52;IP_PROP53;IP_PROP54;IP_PROP55;IP_PROP56;IP_PROP57;IP_PROP58;IP_PROP59;IP_PROP60;IP_PROP61;IP_PROP62;IP_PROP63;IP_PROP64;IC_GROUP0;IC_GROUP1;IC_GROUP2;CP_QUANTITY;CP_WEIGHT;CP_WIDTH;CP_HEIGHT;CP_LENGTH;CV_QUANTITY_FROM;CV_QUANTITY_TO;CV_PRICE_1;CV_CURRENCY_1
311;F-0147;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;;;;WD-TF-F-0147;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
312;F-0148;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;30;Lucky Rose;;;;WD-TF-F-0148;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
313;F-0149;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0149;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
314;F-0150;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0150;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
315;F-0151;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;;;;WD-TF-F-0151;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
316;F-0152;500;;Colorful water decal on transparent film. Use only on white background.;;;;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;;;;WD-TF-F-0152;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
317;F-0153;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;30;Lucky Rose;;;;WD-TF-F-0153;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
318;F-0154;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Heroes;A thin transparent film of 8-10 microns.;F;Heroes;21;Lucky Rose;;;;WD-TF-F-0154;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
319;F-0155;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;;;;WD-TF-F-0155;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
320;F-0156;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;;;;WD-TF-F-0156;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
321;F-0157;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;;;;WD-TF-F-0157;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
322;F-0158;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;;;;WD-TF-F-0158;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
323;F-0159;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;People;A thin transparent film of 8-10 microns.;F;People;14;Lucky Rose;;;;WD-TF-F-0159;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
324;F-0160;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;;;;WD-TF-F-0160;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
325;F-0161;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0161;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
325;F-0161;500;;Colorful water decal on transparent film. Use only on white background.;Recommend;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0161;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
326;F-0162;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;;;;WD-TF-F-0162;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
327;F-0163;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Inscriptions;A thin transparent film of 8-10 microns.;F;Inscriptions;14;Lucky Rose;;;;WD-TF-F-0163;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
328;F-0164;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;;;;WD-TF-F-0164;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
329;F-0165;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;;;;WD-TF-F-0165;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
330;F-0166;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;;;;WD-TF-F-0166;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
331;F-0167;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0167;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
332;F-0168;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0168;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
333;F-0169;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0169;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
334;F-0170;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;14;Lucky Rose;;;;WD-TF-F-0170;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
335;F-0171;500;;Colorful water decal on transparent film. Use only on white background.;Recommend;;Colorful;Geometry;A thin transparent film of 8-10 microns.;F;Geometry;14;Lucky Rose;;;;WD-TF-F-0171;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
336;F-0172;500;;Colorful water decal on transparent film. Use only on white background.;Recommend;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;;;;WD-TF-F-0172;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
337;F-0173;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;People;A thin transparent film of 8-10 microns.;F;People;14;Lucky Rose;;;;WD-TF-F-0173;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
338;F-0174;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Geometry;A thin transparent film of 8-10 microns.;F;Geometry;30;Lucky Rose;;;;WD-TF-F-0174;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
339;F-0175;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0175;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
340;F-0176;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0176;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
341;F-0177;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;;;;WD-TF-F-0177;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
342;F-0178;500;;Colorful water decal on transparent film. Use only on white background.;Recommend;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;14;Lucky Rose;;;;WD-TF-F-0178;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
343;F-0179;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;14;Lucky Rose;;;;WD-TF-F-0179;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
344;F-0180;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Geometry;A thin transparent film of 8-10 microns.;F;Geometry;21;Lucky Rose;;;;WD-TF-F-0180;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
345;F-0181;500;;Colorful water decal on transparent film. Use only on white background.;New;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;;;;WD-TF-F-0181;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
346;F-0182;500;;Colorful water decal on transparent film. Use only on white background.;New;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;30;Lucky Rose;;;;WD-TF-F-0182;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
347;F-0183;500;;Colorful water decal on transparent film. Use only on white background.;New;;Colorful;Heroes;A thin transparent film of 8-10 microns.;F;Heroes;30;Lucky Rose;;;;WD-TF-F-0183;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
348;F-0184;500;;Colorful water decal on transparent film. Use only on white background.;New;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0184;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
349;F-0185;500;;Colorful water decal on transparent film. Use only on white background.;New;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0185;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
350;F-0186;500;;Colorful water decal on transparent film. Use only on white background.;New;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0186;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
351;Black-0006;500;;Black water decal on transparent film. Can be used on any background.;;;Black;Animals;A thin transparent film of 8-10 microns.;Black;Animals;21;Lucky Rose;;;;WD-TF-B-0006;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
352;Black-0007;500;;Black water decal on transparent film. Can be used on any background.;;;Black;Inscriptions;A thin transparent film of 8-10 microns.;Black;Inscriptions;21;Lucky Rose;;;;WD-TF-B-0007;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
353;Black-0008;500;;Black water decal on transparent film. Can be used on any background.;;;Black;Geometry;A thin transparent film of 8-10 microns.;Black;Geometry;30;Lucky Rose;;;;WD-TF-B-0008;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
354;Black-0009;500;;Black water decal on transparent film. Can be used on any background.;;;Black;Geometry;A thin transparent film of 8-10 microns.;Black;Geometry;30;Lucky Rose;;;;WD-TF-B-0009;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
355;Black-0010;500;;Black water decal on transparent film. Can be used on any background.;;;Black;Geometry;A thin transparent film of 8-10 microns.;Black;Geometry;21;Lucky Rose;;;;WD-TF-B-0010;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
356;Black-0011;500;;Black water decal on transparent film. Can be used on any background.;;;Black;People;A thin transparent film of 8-10 microns.;Black;People;14;Lucky Rose;;;;WD-TF-B-0011;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
357;Black-0012;500;;Black water decal on transparent film. Can be used on any background.;;;Black;Geometry;A thin transparent film of 8-10 microns.;Black;Geometry;14;Lucky Rose;;;;WD-TF-B-0012;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
358;Black-0013;500;;Black water decal on transparent film. Can be used on any background.;;;Black;Floral;A thin transparent film of 8-10 microns.;Black;Floral;30;Lucky Rose;;;;WD-TF-B-0013;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
359;Black-0014;500;;Black water decal on transparent film. Can be used on any background.;;;Black;Seosons;A thin transparent film of 8-10 microns.;Black;Seosons;30;Lucky Rose;;;;WD-TF-B-0014;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
360;Black-0015;500;;Black water decal on transparent film. Can be used on any background.;;;Black;Heroes;A thin transparent film of 8-10 microns.;Black;Heroes;30;Lucky Rose;;;;WD-TF-B-0015;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
361;Black-0016;500;;Black water decal on transparent film. Can be used on any background.;Popular;;Black;Mixed;A thin transparent film of 8-10 microns.;Black;Mixed;30;Lucky Rose;;;;WD-TF-B-0016;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
361;Black-0016;500;;Black water decal on transparent film. Can be used on any background.;Recommend;;Black;Mixed;A thin transparent film of 8-10 microns.;Black;Mixed;30;Lucky Rose;;;;WD-TF-B-0016;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
362;Black-0017;500;;Black water decal on transparent film. Can be used on any background.;Popular;;Black;Geometry;A thin transparent film of 8-10 microns.;Black;Geometry;30;Lucky Rose;;;;WD-TF-B-0017;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
363;Black-0018;500;;Black water decal on transparent film. Can be used on any background.;;;Black;Geometry;A thin transparent film of 8-10 microns.;Black;Geometry;30;Lucky Rose;;;;WD-TF-B-0018;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
364;Black-0019;500;;Black water decal on transparent film. Can be used on any background.;;;Black;Geometry;A thin transparent film of 8-10 microns.;Black;Geometry;30;Lucky Rose;;;;WD-TF-B-0019;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
365;Black-0020;500;;Black water decal on transparent film. Can be used on any background.;Popular;;Black;Floral;A thin transparent film of 8-10 microns.;Black;Floral;14;Lucky Rose;;;;WD-TF-B-0020;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
365;Black-0020;500;;Black water decal on transparent film. Can be used on any background.;Recommend;;Black;Floral;A thin transparent film of 8-10 microns.;Black;Floral;14;Lucky Rose;;;;WD-TF-B-0020;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
366;Black-0021;500;;Black water decal on transparent film. Can be used on any background.;;;Black;Pattern;A thin transparent film of 8-10 microns.;Black;Pattern;14;Lucky Rose;;;;WD-TF-B-0021;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
367;Black-0022;500;;Black water decal on transparent film. Can be used on any background.;;;Black;Lace;A thin transparent film of 8-10 microns.;Black;Lace;14;Lucky Rose;;;;WD-TF-B-0022;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
368;Black-0023;500;;Black water decal on transparent film. Can be used on any background.;;;Black;Others;A thin transparent film of 8-10 microns.;Black;Others;21;Lucky Rose;;;;WD-TF-B-0023;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
369;Black-0024;500;;Black water decal on transparent film. Can be used on any background.;Popular;;Black;Geometry;A thin transparent film of 8-10 microns.;Black;Geometry;21;Lucky Rose;;;;WD-TF-B-0024;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
369;Black-0024;500;;Black water decal on transparent film. Can be used on any background.;Recommend;;Black;Geometry;A thin transparent film of 8-10 microns.;Black;Geometry;21;Lucky Rose;;;;WD-TF-B-0024;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
370;Black-0025;500;;Black water decal on transparent film. Can be used on any background.;Recommend;;Black;Inscriptions;A thin transparent film of 8-10 microns.;Black;Inscriptions;14;Lucky Rose;;;;WD-TF-B-0025;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
371;Black-0026;500;;Black water decal on transparent film. Can be used on any background.;Popular;;Black;Mixed;A thin transparent film of 8-10 microns.;Black;Mixed;21;Lucky Rose;;;;WD-TF-B-0026;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
371;Black-0026;500;;Black water decal on transparent film. Can be used on any background.;Recommend;;Black;Mixed;A thin transparent film of 8-10 microns.;Black;Mixed;21;Lucky Rose;;;;WD-TF-B-0026;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
372;Black-0027;500;;Black water decal on transparent film. Can be used on any background.;Popular;;Black;Mixed;A thin transparent film of 8-10 microns.;Black;Mixed;30;Lucky Rose;;;;WD-TF-B-0027;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
373;Black-0028;500;;Black water decal on transparent film. Can be used on any background.;;;Black;Others;A thin transparent film of 8-10 microns.;Black;Others;14;Lucky Rose;;;;WD-TF-B-0028;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
374;Black-0029;500;;Black water decal on transparent film. Can be used on any background.;New;;Black;Others;A thin transparent film of 8-10 microns.;Black;Others;14;Lucky Rose;;;;WD-TF-B-0029;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
374;Black-0029;500;;Black water decal on transparent film. Can be used on any background.;Popular;;Black;Others;A thin transparent film of 8-10 microns.;Black;Others;14;Lucky Rose;;;;WD-TF-B-0029;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
374;Black-0029;500;;Black water decal on transparent film. Can be used on any background.;Recommend;;Black;Others;A thin transparent film of 8-10 microns.;Black;Others;14;Lucky Rose;;;;WD-TF-B-0029;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
375;Black-0030;500;;Black water decal on transparent film. Can be used on any background.;New;;Black;Floral;A thin transparent film of 8-10 microns.;Black;Floral;14;Lucky Rose;;;;WD-TF-B-0030;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
375;Black-0030;500;;Black water decal on transparent film. Can be used on any background.;Popular;;Black;Floral;A thin transparent film of 8-10 microns.;Black;Floral;14;Lucky Rose;;;;WD-TF-B-0030;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
375;Black-0030;500;;Black water decal on transparent film. Can be used on any background.;Recommend;;Black;Floral;A thin transparent film of 8-10 microns.;Black;Floral;14;Lucky Rose;;;;WD-TF-B-0030;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
376;Black-0031;500;;Black water decal on transparent film. Can be used on any background.;Popular;;Black;Floral;A thin transparent film of 8-10 microns.;Black;Floral;14;Lucky Rose;;;;WD-TF-B-0031;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
376;Black-0031;500;;Black water decal on transparent film. Can be used on any background.;Recommend;;Black;Floral;A thin transparent film of 8-10 microns.;Black;Floral;14;Lucky Rose;;;;WD-TF-B-0031;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
377;Black-0032;500;;Black water decal on transparent film. Can be used on any background.;Popular;;Black;Floral;A thin transparent film of 8-10 microns.;Black;Floral;14;Lucky Rose;;;;WD-TF-B-0032;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
377;Black-0032;500;;Black water decal on transparent film. Can be used on any background.;Recommend;;Black;Floral;A thin transparent film of 8-10 microns.;Black;Floral;14;Lucky Rose;;;;WD-TF-B-0032;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
378;Black-0033;500;;Black water decal on transparent film. Can be used on any background.;Popular;;Black;Geometry;A thin transparent film of 8-10 microns.;Black;Geometry;30;Lucky Rose;;;;WD-TF-B-0033;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
378;Black-0033;500;;Black water decal on transparent film. Can be used on any background.;Recommend;;Black;Geometry;A thin transparent film of 8-10 microns.;Black;Geometry;30;Lucky Rose;;;;WD-TF-B-0033;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
379;Black-0034;500;;Black water decal on transparent film. Can be used on any background.;Popular;;Black;Animals;A thin transparent film of 8-10 microns.;Black;Animals;21;Lucky Rose;;;;WD-TF-B-0034;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
379;Black-0034;500;;Black water decal on transparent film. Can be used on any background.;Recommend;;Black;Animals;A thin transparent film of 8-10 microns.;Black;Animals;21;Lucky Rose;;;;WD-TF-B-0034;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
380;Black-0035;500;;Black water decal on transparent film. Can be used on any background.;Popular;;Black;Floral;A thin transparent film of 8-10 microns.;Black;Floral;30;Lucky Rose;;;;WD-TF-B-0035;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
380;Black-0035;500;;Black water decal on transparent film. Can be used on any background.;Recommend;;Black;Floral;A thin transparent film of 8-10 microns.;Black;Floral;30;Lucky Rose;;;;WD-TF-B-0035;;;;;;;;;;;;;;;;;;;Black series;;;200;0;0;0;0;;;1,99;USD
381;2Fingers-0008;500;;Colorful water decal on transparent film. Use only on white background.;;;Black;Mixed;A thin transparent film of 8-10 microns.;2Fingers;Mixed;16;Lucky Rose;;;;WD-TF-2F-0008;;;;;;;;;;;;;;;;;;;2 Fingers series;;;200;0;0;0;0;;;1,99;USD
382;2Fingers-0009;500;;Colorful water decal on transparent film. Use only on white background.;;;Black;Mixed;A thin transparent film of 8-10 microns.;2Fingers;Mixed;16;Lucky Rose;;;;WD-TF-2F-0009;;;;;;;;;;;;;;;;;;;2 Fingers series;;;200;0;0;0;0;;;1,99;USD
383;2Fingers-0010;500;;Colorful water decal on transparent film. Use only on white background.;;;Black;Mixed;A thin transparent film of 8-10 microns.;2Fingers;Mixed;16;Lucky Rose;;;;WD-TF-2F-0010;;;;;;;;;;;;;;;;;;;2 Fingers series;;;200;0;0;0;0;;;1,99;USD
384;2Fingers-0011;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Floral;A thin transparent film of 8-10 microns.;2Fingers;Floral;16;Lucky Rose;;;;WD-TF-2F-0011;;;;;;;;;;;;;;;;;;;2 Fingers series;;;200;0;0;0;0;;;1,99;USD
385;2Fingers-0012;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;2Fingers;Mixed;16;Lucky Rose;;;;WD-TF-2F-0012;;;;;;;;;;;;;;;;;;;2 Fingers series;;;200;0;0;0;0;;;1,99;USD
386;2Fingers-0013;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Floral;A thin transparent film of 8-10 microns.;2Fingers;Floral;16;Lucky Rose;;;;WD-TF-2F-0013;;;;;;;;;;;;;;;;;;;2 Fingers series;;;200;0;0;0;0;;;1,99;USD
387;2Fingers-0014;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;2Fingers;Mixed;16;Lucky Rose;;;;WD-TF-2F-0014;;;;;;;;;;;;;;;;;;;2 Fingers series;;;200;0;0;0;0;;;1,99;USD
388;2Fingers-0015;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;2Fingers;Animals;16;Lucky Rose;;;;WD-TF-2F-0015;;;;;;;;;;;;;;;;;;;2 Fingers series;;;200;0;0;0;0;;;1,99;USD
389;2Fingers-0016;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Black;Lace;A thin transparent film of 8-10 microns.;2Fingers;Lace;16;Lucky Rose;;;;WD-TF-2F-0016;;;;;;;;;;;;;;;;;;;2 Fingers series;;;200;0;0;0;0;;;1,99;USD
390;2Fingers-0017;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;2Fingers;Animals;16;Lucky Rose;;;;WD-TF-2F-0017;;;;;;;;;;;;;;;;;;;2 Fingers series;;;200;0;0;0;0;;;1,99;USD
391;2Fingers-0018;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Seosons;A thin transparent film of 8-10 microns.;2Fingers;Seosons;16;Lucky Rose;;;;WD-TF-2F-0018;;;;;;;;;;;;;;;;;;;2 Fingers series;;;200;0;0;0;0;;;1,99;USD
392;2Fingers-0019;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Thematic;A thin transparent film of 8-10 microns.;2Fingers;Thematic;16;Lucky Rose;;;;WD-TF-2F-0019;;;;;;;;;;;;;;;;;;;2 Fingers series;;;200;0;0;0;0;;;1,99;USD
393;2Fingers-0020;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;2Fingers;Mixed;16;Lucky Rose;;;;WD-TF-2F-0020;;;;;;;;;;;;;;;;;;;2 Fingers series;;;200;0;0;0;0;;;1,99;USD
394;2Fingers-0021;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Others;A thin transparent film of 8-10 microns.;2Fingers;Others;16;Lucky Rose;;;;WD-TF-2F-0021;;;;;;;;;;;;;;;;;;;2 Fingers series;;;200;0;0;0;0;;;1,99;USD
395;2Fingers-0022;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Pattern;A thin transparent film of 8-10 microns.;2Fingers;Pattern;16;Lucky Rose;;;;WD-TF-2F-0022;;;;;;;;;;;;;;;;;;;2 Fingers series;;;200;0;0;0;0;;;1,99;USD
396;2Fingers-0023;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Others;A thin transparent film of 8-10 microns.;2Fingers;Others;16;Lucky Rose;;;;WD-TF-2F-0023;;;;;;;;;;;;;;;;;;;2 Fingers series;;;200;0;0;0;0;;;1,99;USD
